slug_country,tournament,leagueid,slug_torn,teamName,teamid,teamslug,teamorigin
jordan,Jordan Pro League,929,jordan-league,Al Salt,250534,al-salt,jordan
jordan,Jordan Pro League,929,jordan-league,Al-Jazeera Jordan,54587,al-jazeera-jordan,jordan
jordan,Jordan Pro League,929,jordan-league,Al-Baqa'a,54583,al-baqaa,jordan
jordan,Jordan Pro League,929,jordan-league,Al-Wehdat,40650,al-wehdat,jordan
jordan,Jordan Pro League,929,jordan-league,Al Ahli Jordan,167130,al-ahli-jordan,jordan
jordan,Jordan Pro League,929,jordan-league,Shabab Al Ordun,40646,shabab-al-ordun,jordan
jordan,Jordan Pro League,929,jordan-league,Sama Al Sarhan,310075,sama-al-sarhan,jordan
kazakhstan,Kazakhstan Premier League,682,premier-league,Astana,36155,astana,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,Kairat Almaty,5172,kairat-almaty,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,FC Tobol,5362,fc-tobol,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,FK Aktobe,5355,fk-aktobe,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,Yelimay Semey,464803,elimai-fc,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,FC Okzhetpes,5359,fc-okzhetpes,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,FK Zhenys,5363,fk-zhenys,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,FC Ordabasy,5366,fc-ordabasy,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,FC Kyzylzhar,5367,fc-kyzylzhar,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,Zhetysu Taldykorgan,5364,zhetysu-taldykorgan,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,FC Kaysar,36142,fc-kaysar,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,Ulytau FC,464804,ulytau-fc,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,FC Turan,316183,fc-turan,kazakhstan
kazakhstan,Kazakhstan Premier League,682,premier-league,Atyrau,5356,atyrau,kazakhstan
kenya,Kenyan Premier League,1644,premier-league,AFC Leopards SC,76433,afc-leopards-sc,kenya
kenya,Kenyan Premier League,1644,premier-league,APS Bomet FC,334948,aps-bomet-fc,kenya
kenya,Kenyan Premier League,1644,premier-league,Bandari FC,138474,bandari-fc,kenya
kenya,Kenyan Premier League,1644,premier-league,Bidco United,258735,bidco-united,kenya
kenya,Kenyan Premier League,1644,premier-league,Gor Mahia FC,134306,gor-mahia-fc,kenya
kenya,Kenyan Premier League,1644,premier-league,Kakamega Homeboyz,213604,kakamega-homeboyz,kenya
kenya,Kenyan Premier League,1644,premier-league,Kariobangi Sharks,246032,kariobangi-sharks,kenya
kenya,Kenyan Premier League,1644,premier-league,Kenya Commercial Bank,138478,kenya-commercial-bank,kenya
kenya,Kenyan Premier League,1644,premier-league,Kenya Police,291904,kenya-police,kenya
kenya,Kenyan Premier League,1644,premier-league,Mara Sugar FC,815035,mara-sugar-fc,kenya
kenya,Kenyan Premier League,1644,premier-league,Mathare United,138482,mathare-united,kenya
kenya,Kenyan Premier League,1644,premier-league,Muranga Seal,332427,muranga-seal,kenya
kenya,Kenyan Premier League,1644,premier-league,Nairobi United,257440,nairobi-united,kenya
kenya,Kenyan Premier League,1644,premier-league,Posta Rangers,213605,posta-rangers,kenya
kenya,Kenyan Premier League,1644,premier-league,Shabana FC,332880,shabana-fc,kenya
kenya,Kenyan Premier League,1644,premier-league,Sofapaka,138488,sofapaka,kenya
kenya,Kenyan Premier League,1644,premier-league,Tusker Football Club,138496,tusker,kenya
kenya,Kenyan Premier League,1644,premier-league,Ulinzi Stars,138498,ulinzi-stars,kenya
kosovo,AlbiMall Superliga,9413,albimall-superliga,FC Prishtina,229752,fc-prishtina,kosovo
kosovo,AlbiMall Superliga,9413,albimall-superliga,Dukagjini,230411,dukagjini,kosovo
kosovo,AlbiMall Superliga,9413,albimall-superliga,KF Ferizaj,229756,kf-ferizaj,kosovo
kosovo,AlbiMall Superliga,9413,albimall-superliga,KF Ballkani,230417,kf-ballkani,kosovo
kosovo,AlbiMall Superliga,9413,albimall-superliga,KF Drenica,229754,kf-drenica,kosovo
kosovo,AlbiMall Superliga,9413,albimall-superliga,SC Gjilani,229758,sc-gjilani,kosovo
kosovo,AlbiMall Superliga,9413,albimall-superliga,KF Prishtina E Re,486180,kf-prishtina-e-re,kosovo
kosovo,AlbiMall Superliga,9413,albimall-superliga,KF Llapi,229761,kf-llapi,kosovo
kosovo,AlbiMall Superliga,9413,albimall-superliga,FC Drita,229755,fc-drita,kosovo
kosovo,AlbiMall Superliga,9413,albimall-superliga,FC Malisheva,325494,fc-malisheva,kosovo
kuwait,Zain Premier League,1002,zain-premier-league,Al Fahaheel SC,55159,al-fehaheel,kuwait
kuwait,Zain Premier League,1002,zain-premier-league,Al Jahra SC,53845,al-jahra,kuwait
kuwait,Zain Premier League,1002,zain-premier-league,Al Kuwait SC,32525,al-kuwait,kuwait
kuwait,Zain Premier League,1002,zain-premier-league,Al Salmiya SC,55161,al-salmiya-sc,kuwait
kuwait,Zain Premier League,1002,zain-premier-league,Al Shabab SC,55169,al-shabab-kuwait,kuwait
kuwait,Zain Premier League,1002,zain-premier-league,Al Arabi SC Kuwait,35892,al-arabi-kuwait,kuwait
kuwait,Zain Premier League,1002,zain-premier-league,Al Nasr SC Kuwait,23401,al-nasr-kuwait,kuwait
kuwait,Zain Premier League,1002,zain-premier-league,Al Qadsia SC,23480,al-qadsia,kuwait
kuwait,Zain Premier League,1002,zain-premier-league,Kazma SC,40654,kazma-sc,kuwait
kuwait,Zain Premier League,1002,zain-premier-league,Tadhamon SC,55155,al-tadamon-sc,kuwait
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,Muras United,468660,muras-united,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,FK Abdysh-Ata Kant,307625,fk-abdysh-ata-kant,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,FC Alay,138964,fc-alay,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,Bars,1078992,bars,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,FC Dordoi Bishkek,186779,fc-dordoi-bishkek,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,OshMU Aldier,475664,oshmu-aldier,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,FC Özgön,1074643,fc-ozgon,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,FC Talant,383337,fc-talant,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,FK Neftchi Kochkor-Ata,338858,fk-neftchi-kochkor-ata,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,FC Alga Bishkek,254149,fc-alga-bishkek,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,FC Kyrgyzaltyn,515792,fc-kyrgyzaltyn,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,Ilbirs FC,307837,ilbirs-fc,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,FC Bishkek City,1078991,fc-bishkek-city,kyrgyzstan
kyrgyzstan,Kyrgyzstan Top Liga,22733,kyrgyzstan-top-liga,Asiagoal Bishkek,1078989,asiagoal-bishkek,kyrgyzstan
laos,Lao League,16813,lao-league,Young Elephants FC,379274,young-elephants-fc,laos
laos,Lao League,16813,lao-league,Mazda Laos GB FC,1114635,gb-fc,laos
laos,Lao League,16813,lao-league,Ezra,379273,ezra,laos
laos,Lao League,16813,lao-league,Lao Army FC,379272,lao-army-fc,laos
laos,Lao League,16813,lao-league,Master FC,338365,master-7-fc,laos
laos,Lao League,16813,lao-league,Salavan United,1114634,salavan-united,laos
laos,Lao League,16813,lao-league,Luang Prabang United,410075,luang-prabang-united,laos
laos,Lao League,16813,lao-league,Champasak Avenir FC,410074,champasak-fc,laos
laos,Lao League,16813,lao-league,Namtha United,462449,namtha-united,laos
laos,Lao League,16813,lao-league,Savannakhet FC,1114663,savannakhet,laos
latvia,Virsliga,197,virsliga,Riga FC,162368,riga-fc,latvia
latvia,Virsliga,197,virsliga,RFS,68718,rfs,latvia
latvia,Virsliga,197,virsliga,FK Liepaja,146336,fk-liepaja,latvia
latvia,Virsliga,197,virsliga,BFC Daugavpils,41498,bfc-daugava-daugavpils,latvia
latvia,Virsliga,197,virsliga,FK Auda,5346,fk-auda,latvia
latvia,Virsliga,197,virsliga,FS Jelgava,36081,fs-jelgava,latvia
latvia,Virsliga,197,virsliga,SK Super Nova,282126,sk-super-nova,latvia
latvia,Virsliga,197,virsliga,FK Tukums 2000,36080,fk-tukums-2000,latvia
latvia,Virsliga,197,virsliga,FK Grobiņa,52220,grobinas-sc,latvia
latvia,Virsliga,197,virsliga,FK Metta,36082,fk-metta,latvia
lebanon,Lebanese Premier League,2295,lebanese-premier-league,Al-Ahed,40657,al-ahed,lebanon
lebanon,Lebanese Premier League,2295,lebanese-premier-league,Al-Ansar FC,47481,al-ansar-fc,lebanon
lebanon,Lebanese Premier League,2295,lebanese-premier-league,Sagesse,208550,sagesse,lebanon
lebanon,Lebanese Premier League,2295,lebanese-premier-league,Al Mabarrah,240952,al-mabarrah,lebanon
lebanon,Lebanese Premier League,2295,lebanese-premier-league,Al-Safa Beirut,35893,al-safa-beirut,lebanon
lebanon,Lebanese Premier League,2295,lebanese-premier-league,Al-Tadamon Sour,187263,al-tadamon-sour,lebanon
lebanon,Lebanese Premier League,2295,lebanese-premier-league,Al-Bourj FC,329622,al-bourj-fc,lebanon
lebanon,Lebanese Premier League,2295,lebanese-premier-league,Jwaaya FC,1117637,jwaaya-fc,lebanon
lebanon,Lebanese Premier League,2295,lebanese-premier-league,Nejmeh SC,40658,nejmeh-sc,lebanon
lebanon,Lebanese Premier League,2295,lebanese-premier-league,Racing Beirut,187266,racing-beirut,lebanon
lebanon,Lebanese Premier League,2295,lebanese-premier-league,Al-Abbassieh FC,503248,reyady-abaseya,lebanon
lebanon,Lebanese Premier League,2295,lebanese-premier-league,Shabab Al Sahel,187257,shabab-al-sahel,lebanon
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Manonyane FC,1093106,manonyane-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Lesotho Defence Force FC,1093086,lesotho-defence-force-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Machokha FC,1093104,machokha-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Lesotho Mounted Police Service FC,1093084,lesotho-mounted-police-service-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Linare FC,1093082,linare-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Majantja FC,1093089,majantja-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Lijabatho FC,1093083,lijabatho-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Limkokwing University FC,1093105,limkokwing-university-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Matlama FC,325650,matlama-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Bantu FC,1093087,bantu-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Lifofane FC,1093081,lifofane-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Liphakoe FC,1093102,liphakoe-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Lioli FC,1093088,lioli-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Lesotho Correctional Services FC,1093085,lesotho-correctional-services-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Maroala FC,1119815,maroala-fc,lesotho
lesotho,Vodacom Premier League,26697,vodacom-premier-league,Members FC,1119816,members-fc,lesotho
liberia,LFA First Division,16810,lfa-first-division,FC Fassell,337856,fc-fassell,liberia
liberia,LFA First Division,16810,lfa-first-division,Heaven Eleven FC,459849,heaven-eleven-fc,liberia
liberia,LFA First Division,16810,lfa-first-division,Watanga FC,317753,watanga-fc,liberia
liberia,LFA First Division,16810,lfa-first-division,Discoveries SA,499927,discoveries-sa,liberia
liberia,LFA First Division,16810,lfa-first-division,BEA Mountain FC,341429,bea-mountain-fc,liberia
liberia,LFA First Division,16810,lfa-first-division,Global Pharma,477181,global-pharma,liberia
liberia,LFA First Division,16810,lfa-first-division,LPRC Oilers FC,316151,lprc-oilers-fc,liberia
liberia,LFA First Division,16810,lfa-first-division,Paynesville,477180,paynesville,liberia
liberia,LFA First Division,16810,lfa-first-division,Black Man Warrior FC,933027,black-man-warrior-fc,liberia
liberia,LFA First Division,16810,lfa-first-division,Liscr FC,277104,liscr-fc,liberia
liberia,LFA First Division,16810,lfa-first-division,Freeport FC,341428,freeport-fc,liberia
liberia,LFA First Division,16810,lfa-first-division,Mighty Barrolle,369882,mighty-barrolle,liberia
liberia,LFA First Division,16810,lfa-first-division,Shaita FC,498033,shaita-fc,liberia
liberia,LFA First Division,16810,lfa-first-division,Invincible Eleven FC,400520,invincible-eleven-fc,liberia
libya,Premier League,16641,premier-league,Al Nasr SC Benghazi,305246,al-nasr-sc-benghazi,libya
libya,Premier League,16641,premier-league,Al Akhdar SC,375031,al-akhdar-sc,libya
libya,Premier League,16641,premier-league,Al Tahaddy Benghazi SC,375026,al-tahaddy-benghazi-sc,libya
libya,Premier League,16641,premier-league,Al Anwar Al Abyar SC,375030,al-anwar-al-abyar-sc,libya
libya,Premier League,16641,premier-league,Al Soqour Tobruk,404524,al-soqour-tobruk,libya
libya,Premier League,16641,premier-league,Al Borouq FC,457681,al-borouq-fc,libya
libya,Premier League,16641,premier-league,Khaleej Sirte SC,375024,khaleej-sirte-sc,libya
libya,Premier League,16641,premier-league,Al Ansar Al Bayda,457682,al-ansar-al-bayda,libya
libya,Premier League,16641,premier-league,Al Wefaq Ajdabiya,404519,al-wefaq-ajdabiya,libya
lithuania,A Lyga,198,a-lyga,FK Kauno Žalgiris,80741,fk-kauno-zalgiris,lithuania
lithuania,A Lyga,198,a-lyga,FC Hegelmann,171484,fc-hegelmann,lithuania
lithuania,A Lyga,198,a-lyga,FK Sūduva Marijampolė,5343,fk-suduva-marijampole,lithuania
lithuania,A Lyga,198,a-lyga,Šiauliai FA,312564,siauliai-fa,lithuania
lithuania,A Lyga,198,a-lyga,FK Žalgiris,5345,fk-zalgiris,lithuania
lithuania,A Lyga,198,a-lyga,Džiugas Telšiai,168446,dziugas-telsiai,lithuania
lithuania,A Lyga,198,a-lyga,FK Panevėžys,192763,fk-panevezys,lithuania
lithuania,A Lyga,198,a-lyga,FK Banga Gargždai,35388,fk-banga-gargzdai,lithuania
lithuania,A Lyga,198,a-lyga,FK Riteriai,310557,fk-riteriai,lithuania
lithuania,A Lyga,198,a-lyga,Dainava Alytus,192536,dainava-alytus,lithuania
luxembourg,Division Nationale,690,division-nationale,F91 Dudelange,5207,f91-dudelange,luxembourg
luxembourg,Division Nationale,690,division-nationale,Victoria Rosport,5387,victoria-rosport,luxembourg
luxembourg,Division Nationale,690,division-nationale,Una Strassen,46353,una-strassen,luxembourg
luxembourg,Division Nationale,690,division-nationale,US Mondorf-Les-Bains,38997,us-mondorf-les-bains,luxembourg
luxembourg,Division Nationale,690,division-nationale,Progrès Niederkorn,36201,progres-niederkorn,luxembourg
luxembourg,Division Nationale,690,division-nationale,Swift Hesperange,5382,swift-hesperange,luxembourg
luxembourg,Division Nationale,690,division-nationale,US Hostert,37263,us-hostert,luxembourg
luxembourg,Division Nationale,690,division-nationale,Jeunesse Esch,5383,jeunesse-esch,luxembourg
luxembourg,Division Nationale,690,division-nationale,Differdange FC 03,7605,differdange-fc-03,luxembourg
luxembourg,Division Nationale,690,division-nationale,FC Mamer 32,46350,fc-mamer-32,luxembourg
luxembourg,Division Nationale,690,division-nationale,FC Rodange 91,59964,fc-rodange-91,luxembourg
luxembourg,Division Nationale,690,division-nationale,Atert Bissen,38989,atert-bissen,luxembourg
luxembourg,Division Nationale,690,division-nationale,Racing FC Union Luxembourg,5261,racing-fc-union-luxembourg,luxembourg
luxembourg,Division Nationale,690,division-nationale,Jeunesse Canach,37256,jeunesse-canach,luxembourg
luxembourg,Division Nationale,690,division-nationale,Union Titus Petange,5378,union-titus-petange,luxembourg
luxembourg,Division Nationale,690,division-nationale,Un Kaerjeng 97,5384,un-kaerjeng-97,luxembourg
macao,Elite League,20238,elite-league,Chao Pak Kei,469905,chao-pak-kei,macao
macao,Elite League,20238,elite-league,Shao Jiang SC,1076070,shao-jiang-sc,macao
macao,Elite League,20238,elite-league,Universidade de Macau,506264,universidade-de-macau,macao
macao,Elite League,20238,elite-league,Cheng Fung,244318,cheng-fung,macao
macao,Elite League,20238,elite-league,Benfica de Macau,213448,benfica-de-macau,macao
macao,Elite League,20238,elite-league,Chiba,1076071,chiba,macao
macao,Elite League,20238,elite-league,Hang Sai SC,320447,hang-sai-sc,macao
macao,Elite League,20238,elite-league,Gala FC,506265,gala-fc,macao
macao,Elite League,20238,elite-league,Lun Lok,278270,lun-lok,macao
macao,Elite League,20238,elite-league,Sporting Clube De Macau,275175,sporting-clube-de-macau,macao
madagascar,Pure Play Football League,20122,pure-play-football-league,Fosa Juniors,277170,fosa-juniors,madagascar
madagascar,Pure Play Football League,20122,pure-play-football-league,FC Théo,1040360,fc-theo,madagascar
madagascar,Pure Play Football League,20122,pure-play-football-league,Association Sportive d'Ambondrona de Diana,467611,association-sportive-dambondrona-de-diana,madagascar
madagascar,Pure Play Football League,20122,pure-play-football-league,Tsaramandroso Formation FC,467610,tsaramandroso-formation-fc,madagascar
malaysia,Malaysia Super League,1000,malaysia-super-league,Johor Darul Ta'zim,3327,johor-darul-tazim,malaysia
malaysia,Malaysia Super League,1000,malaysia-super-league,Kuala Lumpur City FC,3324,kuala-lumpur-city-fc,malaysia
malaysia,Malaysia Super League,1000,malaysia-super-league,Terengganu,3333,terengganu,malaysia
malaysia,Malaysia Super League,1000,malaysia-super-league,Selangor Football Club,3323,selangor-football-club,malaysia
malaysia,Malaysia Super League,1000,malaysia-super-league,Kelantan Darul Naim,314055,kelantan-darul-naim,malaysia
malaysia,Malaysia Super League,1000,malaysia-super-league,Kuching City,338334,kuching-city,malaysia
malaysia,Malaysia Super League,1000,malaysia-super-league,Negeri Sembilan,3331,negeri-sembilan,malaysia
malaysia,Malaysia Super League,1000,malaysia-super-league,Melaka FC,464754,melaka-fc,malaysia
malaysia,Malaysia Super League,1000,malaysia-super-league,Sabah FC,3329,sabah-fc,malaysia
malaysia,Malaysia Super League,1000,malaysia-super-league,PDRM FC,138874,pdrm-fc,malaysia
malaysia,Malaysia Super League,1000,malaysia-super-league,Penang,3330,penang,malaysia
malaysia,Malaysia Super League,1000,malaysia-super-league,Immigration FC,464755,immigration-fc,malaysia
malaysia,Malaysia Super League,1000,malaysia-super-league,Brunei DPMM FC,34085,brunei-dpmm-fc,malaysia
malta,YoHealth Malta Premier,629,premier-league,Floriana FC,33584,floriana-fc,malta
malta,YoHealth Malta Premier,629,premier-league,Marsaxlokk FC,7704,marsaxlokk-fc,malta
malta,YoHealth Malta Premier,629,premier-league,Hibernians,5331,hibernians,malta
malta,YoHealth Malta Premier,629,premier-league,Sliema Wanderers,5206,sliema-wanderers,malta
malta,YoHealth Malta Premier,629,premier-league,Mosta FC,33572,mosta-fc,malta
malta,YoHealth Malta Premier,629,premier-league,Valletta FC,5332,valletta-fc,malta
malta,YoHealth Malta Premier,629,premier-league,Ħamrun Spartans FC,33583,hamrun-spartans-fc,malta
malta,YoHealth Malta Premier,629,premier-league,Birkirkara FC,5330,birkirkara-fc,malta
malta,YoHealth Malta Premier,629,premier-league,Zabbar Saint Patrick FC,33578,zabbar-saint-patrick-fc,malta
malta,YoHealth Malta Premier,629,premier-league,Tarxien Rainbows FC,33580,tarxien-rainbows-fc,malta
malta,YoHealth Malta Premier,629,premier-league,Gżira United FC,58327,gzira-united-fc,malta
malta,YoHealth Malta Premier,629,premier-league,Naxxar Lions FC,53755,naxxar-lions-fc,malta
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,Aiglon du Lamentin,491424,aiglon-du-lamentin-martinique,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,RC Saint-Joseph,491522,rc-saint-joseph,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,Club Péléen,491524,club-peleen,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,AS Samaritaine,386965,as-samaritaine,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,Émulation de Schœlcher,491544,emulation,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,CO Trénelle,491533,co-trenelle,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,Golden Star,210095,golden-star,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,Club Colonial,400188,club-colonial,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,Golden Lion,401238,golden-lion,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,Club Franciscain,184711,club-franciscain,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,Espoir de Sainte-luce,491534,espoir,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,AS Morne des Esses,491521,as-morne-des-esses,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,Inter de Sainte-Anne,491421,inter-de-sainte-anne,martinique
martinique,Trophée Gérard Janvion - R1,21408,trophee-gerard-janvion-r1,US Robert,401239,us-robert,martinique
mauritania,Super D1,23703,super-d1,Al-Hilal Omdurman,69322,al-hilal-omdurman,mauritania
mauritania,Super D1,23703,super-d1,FC Nouadhibou,134304,fc-nouadhibou,mauritania
mauritania,Super D1,23703,super-d1,Chemal FC,457858,chemal-fc,mauritania
mauritania,Super D1,23703,super-d1,Nouakchott Kings,305253,nouakchott-kings,mauritania
mauritania,Super D1,23703,super-d1,AS Douanes,339159,as-douanes,mauritania
mauritania,Super D1,23703,super-d1,Al-Merrikh,69320,al-merrikh,mauritania
mauritania,Super D1,23703,super-d1,Tevragh Zeina,313217,tevragh-zeina,mauritania
mauritania,Super D1,23703,super-d1,AS Pompier,462642,as-pompier,mauritania
mauritania,Super D1,23703,super-d1,FC Inter Nouakchott,338179,fc-inter-de-nouakchott,mauritania
mauritania,Super D1,23703,super-d1,Kaédi FC,337949,kaedi-fc,mauritania
mauritania,Super D1,23703,super-d1,ASCG Gendrim,408952,asc-gendrim,mauritania
mauritania,Super D1,23703,super-d1,ASC Snim,325655,asc-snim,mauritania
mauritania,Super D1,23703,super-d1,FC N'Zidane,929753,fc-nzidane,mauritania
mauritania,Super D1,23703,super-d1,FC Ksar,313208,asc-ksar,mauritania
mauritania,Super D1,23703,super-d1,AS Garde Nationale,459440,as-garde-nationale,mauritania
mauritania,Super D1,23703,super-d1,ASC Touldé,929752,asc-toulde,mauritania
mauritius,National Super League,16527,national-super-league,Cercle de Joachim SC,372914,cercle-de-joachim-sc,mauritius
mauritius,National Super League,16527,national-super-league,La Cure Waves SC,395848,la-cure-waves-sc,mauritius
mauritius,National Super League,16527,national-super-league,Pamplemousses SC,325646,pamplemousses-sc,mauritius
mauritius,National Super League,16527,national-super-league,Petite Rivière Noire FC,372910,petite-riviere-noire-fc,mauritius
mauritius,National Super League,16527,national-super-league,Chebel Citizens SC,374263,chebel-citizens-sc,mauritius
mauritius,National Super League,16527,national-super-league,AS Vacoas-Phoenix,372912,as-vacoas-phoenix,mauritius
mauritius,National Super League,16527,national-super-league,AS Port-Louis 2000,246935,as-port-louis-2000,mauritius
mauritius,National Super League,16527,national-super-league,Pointe-aux-Sables Mates,374262,pointe-aux-sables-mates,mauritius
mauritius,National Super League,16527,national-super-league,Entente Boulet Rouge SC,372913,entente-boulet-rouge-sc,mauritius
mauritius,National Super League,16527,national-super-league,Grande Riviere Sud Est Wanderers,372908,grande-riviere-sud-est-wanderers,mauritius
mayotte,Régional 1,21920,regional-1,Bandrélé FC,505057,bandrele-fc,mayotte
mayotte,Régional 1,21920,regional-1,Football Club de Mtsapéré,505059,football-club-de-mtsapere,mayotte
mayotte,Régional 1,21920,regional-1,Diables Noirs de Combani,505054,diables-noirs-de-combani,mayotte
mayotte,Régional 1,21920,regional-1,Jumeaux  Mzouazia,181746,jumeaux-mzouazia,mayotte
mayotte,Régional 1,21920,regional-1,UCS Sada,517866,ucs-sada,mayotte
mayotte,Régional 1,21920,regional-1,FC de Sohoa,934897,fc-de-sohoa,mayotte
mayotte,Régional 1,21920,regional-1,ACSj. de M'liha,934904,acsj-de-mliha,mayotte
mayotte,Régional 1,21920,regional-1,FMJ Vahibé,517867,fmj-vahibe,mayotte
mayotte,Régional 1,21920,regional-1,L'Esperance d'Iloni,934901,lesperance-diloni,mayotte
mayotte,Régional 1,21920,regional-1,Union Sportive de Kavani,505055,union-sportive-de-kavani,mayotte
mayotte,Régional 1,21920,regional-1,ASC Kawéni,505056,asc-kaweni,mayotte
mayotte,Régional 1,21920,regional-1,AJ Kani-Kéli,505053,aj-kani-keli,mayotte
moldova,Moldovan Super Liga,685,super-liga,Sheriff Tiraspol,5173,sheriff,moldova
moldova,Moldovan Super Liga,685,super-liga,FC Petrocub Hîncesti,167232,fc-petrocub-hincesti,moldova
moldova,Moldovan Super Liga,685,super-liga,FC Zimbru Chişinău,5265,zimbru-chisinau,moldova
moldova,Moldovan Super Liga,685,super-liga,FC Milsami Orhei,53475,fc-milsami-orhei,moldova
moldova,Moldovan Super Liga,685,super-liga,FC Bălți,353848,fc-balti,moldova
moldova,Moldovan Super Liga,685,super-liga,Dacia Buiucani,54679,dacia-buiucani,moldova
moldova,Moldovan Super Liga,685,super-liga,FC Politehnica,5177,fc-politehnica,moldova
moldova,Moldovan Super Liga,685,super-liga,CSF Spartanii Selemet,81139,csf-spartanii-selemet,moldova
mongolia,Mongolian Premier League,18725,premier-league,SP Falcons FC,350408,sp-falcons-fc,mongolia
mongolia,Mongolian Premier League,18725,premier-league,Khangarid,338741,khangarid,mongolia
mongolia,Mongolian Premier League,18725,premier-league,FC Ulaanbaatar,338715,fc-ulaanbaatar,mongolia
mongolia,Mongolian Premier League,18725,premier-league,Deren FC,350409,deren,mongolia
mongolia,Mongolian Premier League,18725,premier-league,Khoromkhon Club,350465,khoromkhon-club,mongolia
mongolia,Mongolian Premier League,18725,premier-league,Khovd,350464,khovd,mongolia
mongolia,Mongolian Premier League,18725,premier-league,Hunters FC,801716,hunters-fc,mongolia
mongolia,Mongolian Premier League,18725,premier-league,Khaan Khuns-Erchim FC,246653,khaan-khuns-erchim-fc,mongolia
mongolia,Mongolian Premier League,18725,premier-league,TUV Azarganuud,350461,tuv-buganuud,mongolia
mongolia,Mongolian Premier League,18725,premier-league,Brera Ilch FC,485804,brera-ilch-fc,mongolia
montenegro,Montenegrin First League,154,meridianbet-1-cfl,FK Sutjeska Nikšić,6224,fk-sutjeska-niksic,montenegro
